tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,dosis,jumlah_vaksin
2021-10-28,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,LANSIA,Dosis 2,2723
2021-10-28,3171041002,JAKARTA PUSAT,SENEN,KENARI,LANSIA,Dosis 2,846
2021-10-28,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,LANSIA,Dosis 2,1342
2021-10-28,3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,LANSIA,Dosis 2,3373
2021-10-28,3172031001,JAKARTA UTARA,KOJA,KOJA,LANSIA,Dosis 2,1240
2021-10-28,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,LANSIA,Dosis 2,1083
2021-10-28,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,LANSIA,Dosis 2,1407
2021-10-28,3171041004,JAKARTA PUSAT,SENEN,KRAMAT,LANSIA,Dosis 2,1676
2021-10-28,3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,LANSIA,Dosis 2,1879
2021-10-28,3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,LANSIA,Dosis 2,1078
2021-10-28,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,LANSIA,Dosis 2,1467
2021-10-28,3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,LANSIA,Dosis 2,647
2021-10-28,3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,LANSIA,Dosis 2,388
2021-10-28,3171041005,JAKARTA PUSAT,SENEN,KWITANG,LANSIA,Dosis 2,1202
2021-10-28,3172031003,JAKARTA UTARA,KOJA,LAGOA,LANSIA,Dosis 2,2619
2021-10-28,3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,LANSIA,Dosis 2,2673
2021-10-28,3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,LANSIA,Dosis 2,2571
2021-10-28,3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,LANSIA,Dosis 2,3416
2021-10-28,3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,LANSIA,Dosis 2,2137
2021-10-28,3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,LANSIA,Dosis 2,2399
2021-10-28,3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,LANSIA,Dosis 2,2507
2021-10-28,3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,LANSIA,Dosis 2,788
2021-10-28,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,LANSIA,Dosis 2,1015
2021-10-28,3171021005,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,LANSIA,Dosis 2,2207
2021-10-28,3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,LANSIA,Dosis 2,1749
2021-10-28,3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,LANSIA,Dosis 2,1520
2021-10-28,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,LANSIA,Dosis 2,1762
2021-10-28,3172041003,JAKARTA UTARA,CILINCING,MARUNDA,LANSIA,Dosis 2,1034
2021-10-28,3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,LANSIA,Dosis 2,380
2021-10-28,3171061001,JAKARTA PUSAT,MENTENG,MENTENG,LANSIA,Dosis 2,1632
2021-10-28,3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,LANSIA,Dosis 2,1740
2021-10-28,3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,LANSIA,Dosis 2,2000
2021-10-28,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,LANSIA,Dosis 2,1756
2021-10-28,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,LANSIA,Dosis 2,3490
2021-10-28,3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,LANSIA,Dosis 2,1360
2021-10-28,3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,LANSIA,Dosis 2,3877
2021-10-28,3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,LANSIA,Dosis 2,3470
2021-10-28,3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,LANSIA,Dosis 2,1277
2021-10-28,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,LANSIA,Dosis 2,3533
2021-10-28,3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,LANSIA,Dosis 2,1086
2021-10-28,3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,LANSIA,Dosis 2,2083
2021-10-28,3171021001,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,LANSIA,Dosis 2,1726
2021-10-28,3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,LANSIA,Dosis 2,1778
2021-10-28,3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,LANSIA,Dosis 2,2014
2021-10-28,3171041003,JAKARTA PUSAT,SENEN,PASEBAN,LANSIA,Dosis 2,1573
2021-10-28,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,LANSIA,Dosis 2,3775
2021-10-28,3171061002,JAKARTA PUSAT,MENTENG,PEGANGSAAN,LANSIA,Dosis 2,1312
2021-10-28,3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,LANSIA,Dosis 2,5129
2021-10-28,3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,LANSIA,Dosis 2,6434
2021-10-28,3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,LANSIA,Dosis 2,2289
2021-10-28,3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,LANSIA,Dosis 2,2746
2021-10-28,3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,LANSIA,Dosis 2,2543
2021-10-28,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,LANSIA,Dosis 2,2351
2021-10-28,3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,LANSIA,Dosis 2,2496
2021-10-28,3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,LANSIA,Dosis 2,1377
2021-10-28,3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,LANSIA,Dosis 2,3996
2021-10-28,3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,LANSIA,Dosis 2,3726
2021-10-28,3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,LANSIA,Dosis 2,1794
2021-10-28,3171071004,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,LANSIA,Dosis 2,1288
2021-10-28,3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,LANSIA,Dosis 2,882
2021-10-28,3171011004,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LANSIA,Dosis 2,1164
2021-10-28,3171011003,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LANSIA,Dosis 2,1555
2021-10-28,3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,LANSIA,Dosis 2,2172
2021-10-28,3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,LANSIA,Dosis 2,2876
2021-10-28,3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,LANSIA,Dosis 2,1221
2021-10-28,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,LANSIA,Dosis 2,1077
2021-10-28,3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,LANSIA,Dosis 2,2009
2021-10-28,3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,LANSIA,Dosis 2,2611
2021-10-28,3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,LANSIA,Dosis 2,6834
2021-10-28,3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,LANSIA,Dosis 2,3736
2021-10-28,3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,LANSIA,Dosis 2,5021
2021-10-28,3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,LANSIA,Dosis 2,2108
2021-10-28,3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,LANSIA,Dosis 2,2966
2021-10-28,3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,LANSIA,Dosis 2,4340
2021-10-28,3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,LANSIA,Dosis 2,1136
2021-10-28,3101011003,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,LANSIA,Dosis 2,113
2021-10-28,3101011002,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,LANSIA,Dosis 2,241
2021-10-28,3101011001,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,LANSIA,Dosis 2,282
2021-10-28,3101021003,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,LANSIA,Dosis 2,149
2021-10-28,3101021002,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,LANSIA,Dosis 2,223
2021-10-28,3101021001,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,LANSIA,Dosis 2,120
2021-10-28,3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,LANSIA,Dosis 2,703
2021-10-28,3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,LANSIA,Dosis 2,2203
2021-10-28,3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,LANSIA,Dosis 2,4869
2021-10-28,3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,LANSIA,Dosis 2,2378
2021-10-28,3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,LANSIA,Dosis 2,1567
2021-10-28,3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,LANSIA,Dosis 2,1590
2021-10-28,3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,LANSIA,Dosis 2,1575
2021-10-28,3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,LANSIA,Dosis 2,662
2021-10-28,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LANSIA,Dosis 2,3072
2021-10-28,3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,LANSIA,Dosis 2,1335
2021-10-28,3174081003,JAKARTA SELATAN,PANCORAN,RAWA JATI,LANSIA,Dosis 2,1287
2021-10-28,3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,LANSIA,Dosis 2,1058
2021-10-28,3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,LANSIA,Dosis 2,2639
2021-10-28,3171051003,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,LANSIA,Dosis 2,1539
2021-10-28,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,LANSIA,Dosis 2,591
2021-10-28,3172041006,JAKARTA UTARA,CILINCING,ROROTAN,LANSIA,Dosis 2,1587
2021-10-28,3174071004,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,LANSIA,Dosis 2,399
2021-10-28,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,LANSIA,Dosis 2,2153
2021-10-28,3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,LANSIA,Dosis 2,3489
2021-10-28,3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,LANSIA,Dosis 2,1814
2021-10-28,3174071006,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,LANSIA,Dosis 2,233
2021-10-28,3171041001,JAKARTA PUSAT,SENEN,SENEN,LANSIA,Dosis 2,518
2021-10-28,3171031004,JAKARTA PUSAT,KEMAYORAN,SERDANG,LANSIA,Dosis 2,1593
2021-10-28,3174021001,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,LANSIA,Dosis 2,256
2021-10-28,3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,LANSIA,Dosis 2,1025
2021-10-28,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,LANSIA,Dosis 2,1239
2021-10-28,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,LANSIA,Dosis 2,2666
2021-10-28,3174091002,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,LANSIA,Dosis 2,3379
2021-10-28,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,LANSIA,Dosis 2,1497
2021-10-28,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,LANSIA,Dosis 2,1801
2021-10-28,3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,LANSIA,Dosis 2,2248
2021-10-28,3171031007,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,LANSIA,Dosis 2,1551
2021-10-28,3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,LANSIA,Dosis 2,1584
2021-10-28,3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,LANSIA,Dosis 2,6498
2021-10-28,3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,LANSIA,Dosis 2,4982
2021-10-28,3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,LANSIA,Dosis 2,1965
2021-10-28,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,LANSIA,Dosis 2,1700
2021-10-28,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,LANSIA,Dosis 2,929
2021-10-28,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,LANSIA,Dosis 2,2449
2021-10-28,3171081004,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,LANSIA,Dosis 2,2331
2021-10-28,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,LANSIA,Dosis 2,1335
2021-10-28,3174091005,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,LANSIA,Dosis 2,2396
2021-10-28,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,LANSIA,Dosis 2,2217
2021-10-28,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LANSIA,Dosis 2,2124
2021-10-28,3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,LANSIA,Dosis 2,1695
2021-10-28,3174011002,JAKARTA SELATAN,TEBET,TEBET BARAT,LANSIA,Dosis 2,1995
2021-10-28,3174011001,JAKARTA SELATAN,TEBET,TEBET TIMUR,LANSIA,Dosis 2,1787
2021-10-28,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,LANSIA,Dosis 2,3408
2021-10-28,3174031004,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,LANSIA,Dosis 2,1264
2021-10-28,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,LANSIA,Dosis 2,2690
2021-10-28,3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,LANSIA,Dosis 2,1435
2021-10-28,3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,LANSIA,Dosis 2,2857
2021-10-28,3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,LANSIA,Dosis 2,1644
2021-10-28,3174101005,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,LANSIA,Dosis 2,2043
2021-10-28,3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,LANSIA,Dosis 2,2418
2021-10-28,3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,LANSIA,Dosis 2,1652
2021-10-28,3171031008,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,LANSIA,Dosis 2,1418
2021-10-28,3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,LANSIA,Dosis 2,2176
2021-10-28,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,LANSIA,Dosis 2,2857
2021-10-29,3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,LANSIA,Dosis 2,1295
2021-10-29,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,LANSIA,Dosis 2,2102
2021-10-29,3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,LANSIA,Dosis 2,1100
2021-10-29,3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,LANSIA,Dosis 2,943
2021-10-29,3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,LANSIA,Dosis 2,1468
2021-10-29,3174031002,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,LANSIA,Dosis 2,1168
2021-10-29,3175051002,JAKARTA TIMUR,PASAR REBO,BARU,LANSIA,Dosis 2,1113
2021-10-29,3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,LANSIA,Dosis 2,2008
2021-10-29,3171071002,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,LANSIA,Dosis 2,1714
2021-10-29,3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,LANSIA,Dosis 2,1944
2021-10-29,3174101002,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,LANSIA,Dosis 2,3163
2021-10-29,3174011005,JAKARTA SELATAN,TEBET,BUKIT DURI,LANSIA,Dosis 2,2100
2021-10-29,3171041006,JAKARTA PUSAT,SENEN,BUNGUR,LANSIA,Dosis 2,1363
2021-10-29,3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,LANSIA,Dosis 2,1596
2021-10-29,3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,LANSIA,Dosis 2,2700
2021-10-29,3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,LANSIA,Dosis 2,1850
2021-10-29,3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,LANSIA,Dosis 2,1017
2021-10-29,3171031006,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,LANSIA,Dosis 2,1691
2021-10-29,3171051002,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,LANSIA,Dosis 2,2153
2021-10-29,3171051001,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,LANSIA,Dosis 2,2055
2021-10-29,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,LANSIA,Dosis 2,4037
2021-10-29,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LANSIA,Dosis 2,3832
2021-10-29,3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,LANSIA,Dosis 2,4175
2021-10-29,3171011002,JAKARTA PUSAT,GAMBIR,CIDENG,LANSIA,Dosis 2,1810
2021-10-29,3174091003,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,LANSIA,Dosis 2,2016
2021-10-29,3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,LANSIA,Dosis 2,2432
2021-10-29,3171061003,JAKARTA PUSAT,MENTENG,CIKINI,LANSIA,Dosis 2,648
2021-10-29,3174081006,JAKARTA SELATAN,PANCORAN,CIKOKO,LANSIA,Dosis 2,713
2021-10-29,3174061001,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,LANSIA,Dosis 2,3724
2021-10-29,3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,LANSIA,Dosis 2,1238
2021-10-29,3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,LANSIA,Dosis 2,1119
2021-10-29,3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,LANSIA,Dosis 2,2084
2021-10-29,3172041001,JAKARTA UTARA,CILINCING,CILINCING,LANSIA,Dosis 2,1824
2021-10-29,3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,LANSIA,Dosis 2,1616
2021-10-29,3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,LANSIA,Dosis 2,1735
2021-10-29,3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,LANSIA,Dosis 2,1755
2021-10-29,3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,LANSIA,Dosis 2,1835
2021-10-29,3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,LANSIA,Dosis 2,2526
2021-10-29,3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,LANSIA,Dosis 2,1489
2021-10-29,3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,LANSIA,Dosis 2,1891
2021-10-29,3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,LANSIA,Dosis 2,2476
2021-10-29,3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,LANSIA,Dosis 2,2809
2021-10-29,3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,LANSIA,Dosis 2,3561
2021-10-29,3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,LANSIA,Dosis 2,1976
2021-10-29,3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,LANSIA,Dosis 2,3241
2021-10-29,3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,LANSIA,Dosis 2,1442
2021-10-29,3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,LANSIA,Dosis 2,4215
2021-10-29,3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,LANSIA,Dosis 2,1710
2021-10-29,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,LANSIA,Dosis 2,5645
2021-10-29,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,LANSIA,Dosis 2,3777
2021-10-29,3171011006,JAKARTA PUSAT,GAMBIR,DURI PULO,LANSIA,Dosis 2,1355
2021-10-29,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,LANSIA,Dosis 2,1306
2021-10-29,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,LANSIA,Dosis 2,1472
2021-10-29,3171081003,JAKARTA PUSAT,JOHAR BARU,GALUR,LANSIA,Dosis 2,1001
2021-10-29,3171011001,JAKARTA PUSAT,GAMBIR,GAMBIR,LANSIA,Dosis 2,206
2021-10-29,3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,LANSIA,Dosis 2,1291
2021-10-29,3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,LANSIA,Dosis 2,2597
2021-10-29,3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,LANSIA,Dosis 2,2058
2021-10-29,3171071001,JAKARTA PUSAT,TANAH ABANG,GELORA,LANSIA,Dosis 2,272
2021-10-29,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,LANSIA,Dosis 2,1430
2021-10-29,3171061004,JAKARTA PUSAT,MENTENG,GONDANGDIA,LANSIA,Dosis 2,578
2021-10-29,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LANSIA,Dosis 2,1515
2021-10-29,3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,LANSIA,Dosis 2,2418
2021-10-29,3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,LANSIA,Dosis 2,2439
2021-10-29,3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,LANSIA,Dosis 2,491
2021-10-29,3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,LANSIA,Dosis 2,906
2021-10-29,3171031005,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,LANSIA,Dosis 2,1564
2021-10-29,3171021004,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,LANSIA,Dosis 2,1961
2021-10-29,3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,LANSIA,Dosis 2,1127
2021-10-29,3171031003,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,LANSIA,Dosis 2,1240
2021-10-29,3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,LANSIA,Dosis 2,3349
2021-10-29,3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,LANSIA,Dosis 2,2866
2021-10-29,3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,LANSIA,Dosis 2,2347
2021-10-29,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,LANSIA,Dosis 2,1879
2021-10-29,3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,LANSIA,Dosis 2,2676
2021-10-29,3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,LANSIA,Dosis 2,1246
2021-10-29,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,LANSIA,Dosis 2,3168
2021-10-29,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,LANSIA,Dosis 2,3776
2021-10-29,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,LANSIA,Dosis 2,1271
2021-10-29,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,LANSIA,Dosis 2,1455
2021-10-29,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,LANSIA,Dosis 2,2774
2021-10-29,3171081001,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,LANSIA,Dosis 2,2631
2021-10-29,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,LANSIA,Dosis 2,1194
2021-10-29,3172041004,JAKARTA UTARA,CILINCING,KALIBARU,LANSIA,Dosis 2,2322
2021-10-29,3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,LANSIA,Dosis 2,2025
2021-10-29,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,LANSIA,Dosis 2,3436
2021-10-29,3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,LANSIA,Dosis 2,2463
2021-10-29,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,LANSIA,Dosis 2,1770
2021-10-29,3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,LANSIA,Dosis 2,977
2021-10-29,3171071007,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,LANSIA,Dosis 2,850
2021-10-29,3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,LANSIA,Dosis 2,1295
2021-10-29,3171081002,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,LANSIA,Dosis 2,1228
2021-10-29,3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,LANSIA,Dosis 2,1970
2021-10-29,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,LANSIA,Dosis 2,4737
2021-10-29,3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,LANSIA,Dosis 2,2889
2021-10-29,3171021002,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,LANSIA,Dosis 2,2086
2021-10-29,3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,LANSIA,Dosis 2,665
2021-10-29,3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,LANSIA,Dosis 2,1040
2021-10-29,3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,LANSIA,Dosis 2,250
2021-10-29,3171071003,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,LANSIA,Dosis 2,993
